c_schoolname,district,areacode,address,date
私立小甜甜語文短期補習班,三峽區,65000090,中山路1段130號1樓,39750
私立培淯語文短期補習班,三峽區,65000090,永安街188號1樓,39712
"私立TOP尖端文理美術短期補習班 ",三峽區,65000090,文化路82巷2號2樓、82巷6號1樓,39625
私立均冠文理短期補習班,三峽區,65000090,民生街25號2樓,39599
私立諾貝爾珠心算語文文理短期補習班,三峽區,65000090,中華路28巷6號1、2樓、安溪路309巷23號1樓,39372
"私立真成語文文理短期補習班 ",三峽區,65000090,中華路44巷5號1樓,39386
私立巨擘珠心算短期補習班,三峽區,65000090,大同路5巷27號,39216
私立恆育登峰文理短期補習班,三峽區,65000090,溪東路209號(1、2、3樓),39076
私立小園丁文理短期補習班,三峽區,65000090,中正路1段108巷17號1樓,39001
私立山音音樂珠心算短期補習班,三峽區,65000090,中正路1段51號1、2樓,38929
私立名翰文理短期補習班,三峽區,65000090,民生街83號3樓,37364
私立朝陽文理語文短期補習班,三峽區,65000090,民族街100號2樓,38740
私立瑤美語文短期補習班,三峽區,65000090,國光街41號1樓,37650
私立政威文理短期補習班,三峽區,65000090,大同路71號1-3樓,38645
私立哈姆文理短期補習班,三峽區,65000090,中山路32號1樓、32號2樓之2,38572
私立文強文理語文短期補習班,三峽區,65000090,弘園街36巷8號1、2樓,38568
私立群英語文短期補習班,三峽區,65000090,弘園街36巷10號2樓,38568
私立胡老師文理語文短期補習班,三峽區,65000090,中華路31號2樓之3,38457
私立蕎輔文理珠心算短期補習班,三峽區,65000090,國光街37巷14號(1、2樓)、國光街26號(1、2樓),38429
私立三峽區農會附設峽農文理技藝短期補習班,三峽區,65000090,長泰街98巷5號3樓,38324
私立鼎瀚語文短期補習班,三峽區,65000090,民權街205號、207號各1樓,38322
私立山拇叔叔文理短期補習班,三峽區,65000090,學勤路125號地下1樓,37951
私立安溪文理音樂短期補習班,三峽區,65000090,永安街19號1樓、地下1樓,38177
私立元僑文理短期補習班,三峽區,65000090,中華路75巷11號,38139
私立QQ文理短期補習班,三峽區,65000090,介壽路一段276巷102弄5號2樓、大同路5巷46之1號1樓,38118
"私立育橙文理短期補習班  ",三峽區,65000090,光明路5號、5號2樓、5號3樓,38072
私立鍾老師珠心算短期補習班,三峽區,65000090,中華路75巷17、19、21號,37950
私立浩陞文理短期補習班,三峽區,65000090,大同路1-3號1、2、3樓,37720
私立冠成文理美語短期補習班,三峽區,65000090,文化路158號2樓、和平街57號2樓、3樓,37707
辭修學校財團法人新北市私立辭修高級中學附設外語短期補習班,三峽區,65000090,溪東路251號,36802
私立卡爾登語文補習班,三峽區,65000090,復興路57號1、2樓,36736
米淇文理技藝短期補習班,三峽區,65000090,民族街98號1樓,37466
私立瑋翰文理短期補習班,三峽區,65000090,中正路1段69號,34235
私立天方音樂短期補習班,三峽區,65000090,大同路194號1樓,36481
私立嘉音語文補習班,三峽區,65000090,大同路98號2樓,36214
私立巨騰文理短期補習班,土城區,65000130,裕民路70號2樓,45271
私立啟德文理短期補習班,土城區,65000130,學成路7號2樓,45168
私立宸語文理短期補習班,土城區,65000130,學成路97巷5號1樓,45147
私立大牛津文理技藝短期補習班,土城區,65000130,廣福街2號4樓、4樓夾層,44872
私立小歐佳文理短期補習班,土城區,65000130,興城路20號1、2樓,44795
私立征洋文理技藝短期補習班,土城區,65000130,青雲路295巷16弄27號(1樓),44701
私立亞斯頓文理短期補習班,土城區,65000130,光明街56號2樓、58號2樓,44645
私立高登文理短期補習班,土城區,65000130,立德路74巷1號(1、2樓)、3號(1、2樓),44615
私立追分成功文理短期補習班,土城區,65000130,學府路1段104號2樓,44491
私立重力波文理短期補習班,土城區,65000130,學海街388號(1樓),44454
私立全球文理技藝短期補習班,土城區,65000130,立德路135巷2號2樓,44450
私立育詮文理短期補習班,土城區,65000130,學府路1段98巷32之1號4樓,44412
私立花旗美語短期補習班,土城區,65000130,青雲路182號2樓,33921
私立笛妮亞文理短期補習班,土城區,65000130,中央路2段191號6樓、7樓之1,44298
私立宛伶音樂技藝短期補習班,土城區,65000130,學府路1段164巷1號(1樓、地下1樓),44250
私立姍蒂文理短期補習班,土城區,65000130,明德路2段92號4樓、4樓之1,44183
私立湘洋文理短期補習班,土城區,65000130,學府路1段120巷4號1樓,44100
私立姜傑文理短期補習班,土城區,65000130,金城路3段22號2樓,44076
私立龍學園文理短期補習班,土城區,65000130,延吉街255號2樓,44061
私立成蹊廣告企劃有限公司附設成蹊文理短期補習班,土城區,65000130,明德路1段43號(1、2樓),44015
私立愛笛亞文理短期補習班,土城區,65000130,中央路2段191號6樓之2,43980
私立豌豆文理短期補習班,土城區,65000130,金城路2段310號2樓,43927
私立浩群資優文理短期補習班,土城區,65000130,金城路2段224號2樓、226號2樓,43789
私立柏淶特文理技藝短期補習班,土城區,65000130,員林街55號1、2樓,43787
私立田馥真英語教室文理短期補習班,土城區,65000130,金城路3段168號2樓,43767
私立向學文理短期補習班,土城區,65000130,金城路2段210之1號1、2樓,43752
私立艾譜利文理短期補習班,土城區,65000130,延平街34號(1樓)、延平街33巷1號(1樓),43714
私立迪生文理短期補習班,土城區,65000130,學士路33巷2號(1樓),43458
私立茁悅英采文理技藝短期補習班,土城區,65000130,延和路30號(1、2樓),43300
私立伯明翰文理技藝短期補習班,土城區,65000130,光明街50號2樓、52號2樓,43109
私立凱思語文短期補習班,土城區,65000130,學府路1段164巷11號(1樓),42535
私立嘉晟語文文理短期補習班,土城區,65000130,金城路3段1號(1、2、3樓),42508
私立寶兒文理語文短期補習班,土城區,65000130,中央路2段270巷18號1樓、20號1樓,42256
私立耕圖語文文理短期補習班,土城區,65000130,青仁路21號1樓,42227
私立玖岳文理語文短期補習班,土城區,65000130,明德路1段54號2樓,42208
私立健康快樂生活協會附設飛勁技藝短期補習班,土城區,65000130,裕民路214巷17號1樓、地下1樓(補習班附屬自用儲藏室),42166
私立弘聖文理短期補習班,土城區,65000130,學府路1段188號2樓,41988
私立大樹語文文理短期補習班,土城區,65000130,明德路2段58號2樓之1,41947
新北市私立德品珠心算語文短期補習班,土城區,65000130,永安街32號1樓、32之1號1樓,41932
私立中國青年救國團附設明得語文技藝短期補習班,土城區,65000130,明德路2段137號1、2樓,41859
私立優生生活語文短期補習班,土城區,65000130,清水路245巷6號2樓,41835
私立艾微爾文理短期補習班,土城區,65000130,廣興街53號1樓、39號1樓,41607
私立艾斯特音樂短期補習班,土城區,65000130,樂利街3巷16號1樓、裕生路21巷6弄3號1樓,39997
私立維妮文理語文短期補習班,土城區,65000130,學士路2號(1、2樓)及12巷6號(1、2樓),41543
幼強文理技藝短期補習班,土城區,65000130,延吉街106巷15號1樓,41530
私立領袖文理語文短期補習班,土城區,65000130,學成路96號1樓及地下1樓,41521
私立大瀚文理語文短期補習班,土城區,65000130,金城路3段171號1、2樓,41509
私立曼漢音樂短期補習班,土城區,65000130,青雲路196號1樓,41491
私立龍華文理音樂短期補習班,土城區,65000130,延和路180號4樓,41470
私立興華語文珠心算美術短期補習班,土城區,65000130,延和路180號3樓,41453
私立倬揚文理短期補習班,土城區,65000130,清水路234巷15弄27號1樓,41382
私立涵仰文理短期補習班,土城區,65000130,裕民路208號2樓,41254
私立瀚翔文理語文短期補習班,土城區,65000130,中央路3段191號2樓,41178
私立治河文理短期補習班,土城區,65000130,清水路199號1、2、3樓,41093
私立常春藤文理語文美術珠心算短期補習班,土城區,65000130,青仁路5、7號1樓,41064
私立大漢文理語文短期補習班,土城區,65000130,延和路152號2樓,40693
私立清華瀚翔文理語文短期補習班,土城區,65000130,忠義路28號、30號、32號各1、2樓,40673
私立青蘋果美術短期補習班,土城區,65000130,峯廷街33號1、2樓,40673
私立赫盛珠心算電腦短期補習班,土城區,65000130,明峯街6巷21號1樓,40563
私立樹德文理語文短期補習班,土城區,65000130,裕民路114巷31之2號1樓,40511
私立科凡語文短期補習班,土城區,65000130,廣興街67號1樓,40483
私立碩豐文理短期補習班,土城區,65000130,青雲路79號1樓、81號1樓,40478
私立現代藝術音樂短期補習班,土城區,65000130,立德路60號1樓及地下1樓,40437
私立立登文理語文珠心算短期補習班,土城區,65000130,金城路3段11號3樓,40423
私立育良文理短期補習班,土城區,65000130,溪頭路8號(1樓),40378
私立智慧森林語文短期補習班,土城區,65000130,學成路1號(2、3樓)、學府路1段145、147號(各3樓),40232
私立安和義泉文理技藝短期補習班,土城區,65000130,延和路32、34、36號(各1、2樓),40106
私立勤學文理技藝短期補習班,土城區,65000130,學府路1段123號2樓,40113
私立豪萱語文短期補習班,土城區,65000130,延和路27號2樓,40093
私立聖鴻文理短期補習班,土城區,65000130,中央路4段318號,40039
私立小巨園技藝文理短期補習班,土城區,65000130,清水路294號(1、2、3樓),39909
私立正化文理語文短期補習班,土城區,65000130,清水路209號1、2、3樓,39853
私立韻聲音樂短期補習班,土城區,65000130,裕民路101號2樓,39775
私立A+諾貝兒文理語文短期補習班,土城區,65000130,中央路4段298號2樓,39771
私立顏色圈圈美術短期補習班,土城區,65000130,延和路125巷75號1樓,39765
私立語如語文珠心算短期補習班,土城區,65000130,學府路1段154號2樓,39728
私立北一文理短期補習班,土城區,65000130,明德路2段169號1、2樓,39710
私立飛凡文理短期補習班,土城區,65000130,學府路1段143巷17號1樓,39666
私立大同美語短期補習班,土城區,65000130,明德路二段92號1樓,39672
私立志傑文理短期補習班,土城區,65000130,金城路3段162號2樓,39653
私立欣愛音樂短期補習班,土城區,65000130,廣興街35號2樓,39626
私立皇家樂利文理短期補習班,土城區,65000130,裕生路25號1、2樓、27號1樓,39518
私立汎璇音樂舞蹈短期補習班,土城區,65000130,中央路2段154號3樓,39370
私立愛思文理短期補習班,土城區,65000130,明德路2段153號2樓,39283
私立大晟文理技藝短期補習班,土城區,65000130,中州路12巷23號1、2樓,39286
私立帝凡美術電腦短期補習班,土城區,65000130,裕民路75號3樓,39246
私立強棒名師文理短期補習班,土城區,65000130,金城路3段99之1號(1、2層)、99號(1層、地下1層),39125
陽升學苑文理技藝短期補習班,土城區,65000130,學享街77-1號(1樓、地下1樓)、77號1樓,39104
私立城市美瑜伽短期補習班,土城區,65000130,中央路2段191號9、10樓,39076
私立大鷹語文短期補習班,土城區,65000130,學府路1段120巷5號1樓,39041
私立新快樂堡美語短期補習班,土城區,65000130,金城路3段73巷9弄2號,39036
私立宏文文理語文短期補習班,土城區,65000130,中央路1段269號1、2樓,39001
私立文軒文理短期補習班,土城區,65000130,金城路2段251號1、2樓,38491
私立吉瑞語文短期補習班,土城區,65000130,學士路12巷2號1、2樓,38922
私立紅瓦2舞蹈短期補習班,土城區,65000130,學士路10號1、2樓,38919
私立勁陞文理語文短期補習班,土城區,65000130,中正路1號5樓之1、5樓之3,38876
私立吉爾馬丁美語短期補習班,土城區,65000130,學府路1段98巷1號1樓、3號1樓,38863
私立名人兒童圍棋有限公司附設青雲名人兒童圍棋短期補習班,土城區,65000130,青雲路70之2號2樓,38737
私立翠堤音樂短期補習班,土城區,65000130,學府路1段98巷30號1樓,38686
私立琴韻音樂文理技藝短期補習班,土城區,65000130,學府路1段133號2樓,38455
私立紀元文理短期補習班,土城區,65000130,中央路2段168號2樓,38352
私立陳析理文理短期補習班,土城區,65000130,清水路195號1樓,38349
私立建暉文理技藝短期補習班,土城區,65000130,金城路2段386號(1、2樓)、380號2樓、378號(2樓),38322
私立泰瑞莎文理語文短期補習班,土城區,65000130,明德路2段199號2樓、201號1、2樓,38303
